;budget;company;genre;gross;name;score;votes;year;Animation_1;Animation_2;Animation_3;Animation_4
138;0;Little Bear;Drama;3272600;'Round Midnight;7,4;4028;1986;;;;
139;4000000;Cannon Group, The;Action;4679650;Avenging Force;5,9;1808;1986;;;;
140;0;Simcom Limited;Action;2995527;Bullies;5,4;340;1986;;;;
141;0;Compact Yellowbill;Adventure;112132;Biggles: Adventures in Time;5,8;2243;1986;;;;
142;0;Lorimar Productions;Drama;4845724;American Anthem;4;1284;1986;;;;
143;0;Columbia Pictures Corporation;Action;5099316;Out of Bounds;5,4;1016;1986;;;;
144;0;Crown International Pictures;Comedy;4781448;My Chauffeur;5,6;1426;1986;;;;
145;18000000;Rastar Pictures;Comedy;11957943;Brighton Beach Memoirs;6,9;2720;1986;;;;
146;0;Ministère de la Culture et de la Communication;Drama;37455;Summer;7,8;4612;1986;;;;
147;0;Cannon Group;Drama;3136701;The Naked Cage;5,5;327;1986;;;;
148;0;Cannon Screen Entertainment;Horror;1720450;Link;5,9;2080;1986;;;;
149;0;Edward R. Pressman Film;Thriller;1131399;Half Moon Street;5,4;2157;1986;;;;
150;0;Aaron Spelling Productions;Drama;441863;'night, Mother;7,6;1840;1986;;;;
151;0;Blake Edwards;Action;6029824;A Fine Mess;4,5;1164;1986;;;;
152;0;Chroma III Productions;Comedy;78068;Hardbodies 2;2,9;895;1986;;;;
153;0;Fons Rademakers Produktie;Drama;203781;The Assault;7,3;2694;1986;;;;
154;0;Griffon Productions;Comedy;277405;Willy/Milly;5,7;323;1986;;;;
155;0;Heron Communications;Drama;239073;The Ladies Club;5,3;154;1986;;;;
156;0;Delphi V Productions;Action;140980;Let's Get Harry;5,2;978;1986;;;;
157;25000000;De Laurentiis Entertainment Group (DEG);Adventure;4007250;Tai-Pan;5,5;1340;1986;;;;
158;0;Scary Stuff;Comedy;2750741;Deadtime Stories;4,6;973;1986;;;;
159;17000000;Escalante Productions;Action;2793214;Heat;5,5;1358;1986;;;;
160;0;Kings Road Entertainment;Comedy;1254040;Touch and Go;5,8;684;1986;;;;
161;0;Canadian Broadcasting Corporation (CBC);Biography;275000;The Boy in Blue;5,4;907;1986;;;;
162;0;Universal Pictures;Comedy;14205021;Sweet Liberty;5,7;2300;1986;;;;
163;0;Marquis;Comedy;681337;Killer Party;4,7;1265;1986;;;;
164;0;Rondo Productions;Drama;537681;Parting Glances;7,8;2330;1986;;;;
165;0;Nelvana;Animation;8540346;Care Bears Movie II: A New Generation;5,3;1760;1986;;;;
166;14000000;Columbia Pictures Corporation;Biography;18034150;Jo Jo Dancer, Your Life Is Calling;6,3;1288;1986;;;;
167;0;Balcor Film Investors;Action;1943751;Jake Speed;5,3;632;1986;;;;
168;3401376;Cinema Group Ventures;Action;3388020;Born American;4,3;1509;1986;;;;
169;10000000;Paramount Pictures;Action;6947787;Blue City;4,4;792;1986;;;;
170;0;Cascade Films;Comedy;544472;Malcolm;7,2;1623;1986;;;;
171;0;Miramax;Comedy;2669366;Playing for Keeps;4,1;515;1986;;;;
172;0;Golan-Globus Productions;Drama;8736;Duet for One;7;699;1986;;;;
173;0;Island Pictures;Comedy;563358;Nobody's Fool;5,5;652;1986;;;;
174;0;Paramount Pictures;Comedy;444746;The Whoopee Boys;6,2;639;1986;;;;
175;0;Blake Edwards;Comedy;4079895;That's Life!;6,1;1032;1986;;;;
176;0;Hemdale;Comedy;14926;Body Slam;5,3;795;1986;;;;
177;0;Rank Organisation, The;Thriller;750000;Defense of the Realm;6,6;1625;1986;;;;
178;0;Cinequanon;Drama;725000;Man Facing Southeast;7,8;2991;1986;;;;
179;0;Corporation Image M & M;Comedy;1902706;The Decline of the American Empire;7,3;6622;1986;;;;
180;0;Rastar Films;Drama;4743287;Violets Are Blue...;5,7;553;1986;;;;
181;0;Portreeve;Thriller;1500000;The Whistle Blower;6,2;1672;1986;;;;
182;2000000;American Playhouse;Drama;1301121;Native Son;5,9;448;1986;;;;
183;0;Carson Productions;Drama;416393;Desert Bloom;6,6;821;1986;;;;
184;0;Alternate Current;Drama;1777378;Working Girls;6,5;604;1986;;;;
185;0;Ciné Valse;Comedy;925952;Ménage;7;2022;1986;;;;
186;0;Caméras Continentales;Biography;583800;Oviri;6,2;275;1986;;;;
187;0;Film Corporation of Kenya;Action;181410;In the Shadow of Kilimanjaro;5,1;310;1986;;;;
188;0;Cineplex-Odeon Films;Drama;432266;Kangaroo;6,7;156;1986;;;;
189;0;Cannon Group;Action;2390525;Dangerously Close;6,6;935;1986;;;;
190;0;Hyperion Pictures;Family;781727;Nutcracker;7,2;578;1986;;;;
191;0;Produzioni Europee Associate (PEA);Comedy;837623;Ginger and Fred;7,3;3859;1986;;;;
192;0;Metro-Goldwyn-Mayer (MGM);Crime;502237;Dream Lover;5,1;405;1986;;;;
193;0;MTM Enterprises;Drama;6408791;Just Between Friends;5,9;629;1986;;;;
194;0;Lynn-Davis Productions;Action;145975;Thunder Run;5,1;218;1986;;;;
195;0;Longshot;Comedy;1096843;The Longshot;5,4;457;1986;;;;
196;0;Silver Screen Partners II;Comedy;4842778;Off Beat;5;748;1986;;;;
197;0;Roundhouse;Drama;2520664;Streets of Gold;6;505;1986;;;;
198;0;Convy-Fimberg Productions;Action;351623;Weekend Warriors;4,4;237;1986;;;;
200;1500000;Cinetel Films;Action;1368912;Armed Response;4,9;489;1986;;;;
201;0;Cannon City Produktie Maatschappij B.V.;Drama;189042;Otello;7,2;424;1986;;;;
202;0;Alliance Communications Corporation;Drama;440438;On the Edge;7,1;171;1986;;;;
203;0;Action Communications;Action;63860;Low Blow;3,5;256;1986;;;;
204;0;Cote Blanche Productions;Drama;1444618;Belizaire the Cajun;6,4;391;1986;;;;
205;0;Les Films 13;Drama;227510;A Man and a Woman: 20 Years Later;5,8;496;1986;;;;
206;0;New Line Cinema;Action;1900000;Quiet Cool;5,7;542;1986;;;;
207;0;Not specified;Action;2497233;Behind Enemy Lines;4,9;368;1986;;;;
208;0;Not specified;Action;193153;Wired to Kill;4,2;163;1986;;;;
209;0;Fringe Dwellers Productions;Drama;149440;The Fringe Dwellers;6,7;305;1986;;;;
210;0;T. Films;Crime;164187;Scene of the Crime;6,9;565;1986;;;;
211;0;Hanna-Barbera Productions;Animation;1338264;GoBots: Battle of the Rock Lords;5,8;397;1986;;;;
212;0;Channel Four Films;Comedy;267249;The Gospel According to Vic;6,1;227;1986;;;;
213;0;Grace;Action;601451;Knights of the City;4,8;103;1986;;;;
214;0;Embassy Pictures;Comedy;18209;Saving Grace;7;467;1986;;;;
215;0;Hunter/MFG Production;Action;492367;Jackals;5,3;139;1986;;;;
216;0;Cannon Films;Comedy;22123;Detective School Dropouts;5,8;220;1986;;;;
217;0;CBS Entertainment Production;Adventure;676166;Where the River Runs Black;6,6;351;1986;;;;
218;0;DIC Entertainment;Family;2193642;Heathcliff: The Movie;5,3;187;1986;;;;
219;0;AAR Films;Comedy;32279;One More Saturday Night;5,7;211;1986;;;;
220;16000000;Act III Communications;Adventure;30857814;The Princess Bride;8,1;320953;1987;;;;
221;1000000;Cinemarque Entertainment BV;Horror;14564027;Hellraiser;7;83209;1987;;;;
222;30000000;Natant;Drama;46357676;Full Metal Jacket;8,3;537826;1987;;;;
223;6000000;Great American Films Limited Partnership;Drama;63952836;Dirty Dancing;6,9;155978;1987;;;;
224;0;Warner Bros.;Comedy;32222567;The Lost Boys;7,3;100376;1987;;;;
225;15000000;Amercent Films;Action;59735548;Predator;7,8;313213;1987;;;;
226;27000000;Braveworld Productions;Action;38122105;The Running Man;6,6;120345;1987;;;;
227;22700000;Brooksfilms;Adventure;38119483;Spaceballs;7,1;146748;1987;;;;
228;13000000;Orion Pictures;Action;53424681;RoboCop;7,5;196245;1987;;;;
229;15000000;Warner Bros.;Action;65207127;Lethal Weapon;7,6;204328;1987;;;;
230;25000000;Paramount Pictures;Crime;76270454;The Untouchables;7,9;234254;1987;;;;
231;3600000;De Laurentiis Entertainment Group (DEG);Comedy;5923044;Evil Dead II;7,8;123325;1987;;;;
232;22000000;Golan-Globus Productions;Action;17336370;Masters of the Universe;5,4;30370;1987;;;;
233;12000000;Home Box Office (HBO);Action;3769990;The Monster Squad;7,2;21420;1987;;;;
234;14000000;Paramount Pictures;Drama;156645693;Fatal Attraction;6,9;60383;1987;;;;
235;30000000;Eon Productions;Action;51185897;The Living Daylights;6,7;74272;1987;;;;
236;15000000;Twentieth Century Fox Film Corporation;Crime;43848100;Wall Street;7,4;126195;1987;;;;
237;35000000;Amblin Entertainment;Drama;22238696;Empire of the Sun;7,8;96566;1987;;;;
238;0;Apollo Pictures;Comedy;31623833;Can't Buy Me Love;6,7;26348;1987;;;;
239;22000000;Warner Bros.;Comedy;63766510;The Witches of Eastwick;6,5;51642;1987;;;;
240;0;Paramount Pictures;Comedy;35658098;Summer School;6,5;14038;1987;;;;
241;4500000;New Line Cinema;Action;44793222;A Nightmare on Elm Street 3: Dream Warriors;6,6;55414;1987;;;;
242;0;Touchstone Pictures;Action;34368475;Adventures in Babysitting;6,9;30850;1987;;;;
243;0;RKO Pictures;Action;13839404;Hamburger Hill;6,7;20159;1987;;;;
244;23000000;Universal Pictures;Adventure;20763013;Jaws: The Revenge;2,9;33419;1987;;;;
245;25000000;Cannon Group;Action;16057580;Over the Top;5,7;40916;1987;;;;
246;30000000;Paramount Pictures;Comedy;49530280;Planes, Trains & Automobiles;7,6;98897;1987;;;;
247;6000000;Circle Films;Comedy;22847564;Raising Arizona;7,4;107669;1987;;;;
248;17000000;Carolco International N.V.;Horror;17185632;Angel Heart;7,3;67453;1987;;;;
249;0;Hughes Entertainment;Drama;18553948;Some Kind of Wonderful;7,1;21931;1987;;;;
250;6000000;Gladden Entertainment;Comedy;42721196;Mannequin;5,8;24626;1987;;;;
251;0;Hawn / Sylbert Movie Company;Comedy;26713187;Overboard;6,8;40429;1987;;;;
252;27000000;Warner Bros.;Action;25893810;Innerspace;6,8;45172;1987;;;;
253;15000000;Metro-Goldwyn-Mayer (MGM);Comedy;80640528;Moonstruck;7,1;38600;1987;;;;
254;28000000;Paramount Pictures;Action;153665000;Beverly Hills Cop II;6,5;90969;1987;;;;
255;0;Amblin Entertainment;Comedy;29760613;Harry and the Hendersons;5,9;26157;1987;;;;
256;23000000;Recorded Picture Company (RPC);Biography;43984230;The Last Emperor;7,8;76408;1987;;;;
257;13000000;Touchstone Pictures;Biography;123922370;Good Morning, Vietnam;7,3;106924;1987;;;;
258;2600000;Merchant Ivory Productions;Drama;3130592;Maurice;7,7;11837;1987;;;;
259;11000000;Interscope Communications;Comedy;167780960;3 Men and a Baby;5,9;39544;1987;;;;
260;3000000;Alive Films;Horror;14182492;Prince of Darkness;6,7;28064;1987;;;;
261;6500000;Columbia Pictures Corporation;Biography;54215416;La Bamba;6,8;22839;1987;;;;
262;5000000;F/M;Action;3369307;Near Dark;7;27485;1987;;;;
263;0;Road Movies Filmproduktion;Drama;3210139;Wings of Desire;8,1;51522;1987;;;;
264;0;Twentieth Century Fox Film Corporation;Crime;12396383;Less Than Zero;6,4;15500;1987;;;;
265;15000000;Orion Pictures;Action;35509515;No Way Out;7,1;28684;1987;;;;
266;0;Universal Pictures;Comedy;32945797;*batteries not included;6,6;25330;1987;;;;
267;0;United Artists;Comedy;26712476;Baby Boom;6,1;11414;1987;;;;
268;0;Cineplex-Odeon Films;Comedy;1544889;Withnail & I;7,8;33285;1987;;;;
269;0;Fries Entertainment;Drama;15151736;Flowers in the Attic;5,7;7993;1987;;;;
270;20000000;Amercent Films;Comedy;51249404;Broadcast News;7,2;22802;1987;;;;
271;2500000;New Century Entertainment Corporation;Fantasy;13539458;Túnel al infierno;6;11435;1987;;;;
272;17000000;Cannon Films;Action;15681020;Superman IV: The Quest for Peace;3,6;35866;1987;;;;
273;3500000;Laurel Entertainment Inc.;Comedy;14000000;Creepshow 2;6;17500;1987;;;;
274;3000000;Atlantic Entertainment Group;Comedy;7888703;Teen Wolf Too;3,2;8905;1987;;;;
275;12000000;Columbia Pictures Industries;Comedy;40050884;Roxanne;6,6;34794;1987;;;;
276;12000000;Rastar Pictures;Comedy;66995879;The Secret of My Succe$s;6,5;24685;1987;;;;
277;20000000;Applied Action;Comedy;57387516;Dragnet;5,9;27387;1987;;;;
278;0;British Screen Productions;Comedy;124167;Rita, Sue and Bob Too;6,4;2747;1987;;;;
279;18000000;TriStar Pictures;Comedy;39321715;Blind Date;5,9;17903;1987;;;;
280;0;New World Pictures;Comedy;7800000;House II: The Second Story;5,4;8302;1987;;;;
281;0;Warner Bros.;Comedy;28061343;Police Academy 4: Citizens on Patrol;4,8;33955;1987;;;;
282;1000000;Atlantic Entertainment Group;Adventure;1576615;The Garbage Pail Kids Movie;2,7;6348;1987;;;;
283;14000000;Orion Pictures;Comedy;57915972;Throw Momma from the Train;6,2;28550;1987;;;;
284;0;Incorporated Television Company (ITC);Horror;2488740;The Stepfather;6,8;9959;1987;;;;
285;0;Heron Communications;Action;9747988;The Hidden;7;13878;1987;;;;
286;0;Universal Pictures;Comedy;548696;Amazon Women on the Moon;6,2;8755;1987;;;;
287;3000000;Golan-Globus Productions;Comedy;3221568;Barfly;7,3;15647;1987;;;;
288;6000000;Universal Pictures;Comedy;3685862;Three O'Clock High;7,2;8970;1987;;;;
289;0;Panorama Film A/S;Comedy;4398938;Babette's Feast;7,8;14838;1987;;;;
290;0;Orion Pictures;Crime;18753438;The Believers;6,1;4900;1987;;;;
291;15000000;Amercent Films;Comedy;13290368;The Pick-up Artist;5,2;5348;1987;;;;
292;16000000;Orion Pictures;Comedy;14792779;Radio Days;7,6;26467;1987;;;;
293;0;Lightyear Entertainment;Comedy;1028679;Aria;5,8;2243;1987;;;;
294;3000000;Emshell Producers;Comedy;23509382;Ernest Goes to Camp;5,5;9526;1987;;;;
295;0;Nouvelles Éditions de Films (NEF);Drama;4542825;Au Revoir les Enfants;8;25969;1987;;;;
296;17000000;Columbia Pictures Corporation;Crime;10278549;Someone to Watch Over Me;6,1;7854;1987;;;;
297;0;Guber-Peters Company, The;Comedy;7305209;Who's That Girl;4,7;8125;1987;;;;
298;29000000;Universal Pictures;Biography;5899797;Cry Freedom;7,5;10692;1987;;;;
299;6000000;Fourth Protocol;Thriller;12423831;The Fourth Protocol;6,5;7532;1987;;;;
300;27000000;Home Box Office (HBO);Drama;7393346;Ironweed;6,8;6874;1987;;;;
301;0;Amercent Films;Crime;25205460;Black Widow;6,3;7132;1987;;;;
302;0;Touchstone Pictures;Action;65673233;Stakeout;6,6;20039;1987;;;;
303;0;Imagine Films Entertainment;Comedy;34377585;Like Father Like Son;5,1;4817;1987;;;;
304;0;Pelemele Film;Comedy;3587303;Bagdad Cafe;7,5;10255;1987;;;;
305;0;Cannon Group;Drama;769119;Shy People;6,9;940;1987;;;;
306;0;Twentieth Century Fox Film Corporation;Comedy;30063289;Revenge of the Nerds II: Nerds in Paradise;4,9;11444;1987;;;;
307;0;Simcom Limited;Horror;2683519;Prom Night II;5,6;3440;1987;;;;
308;5000000;Cannon Group;Action;6880310;Death Wish 4: The Crackdown;5,3;6770;1987;;;;
309;18000000;Amercent Films;Comedy;18532286;Project X;6,1;8879;1987;;;;
310;0;Finnegan/Pinchuk Productions;Action;3832228;North Shore;6,5;1903;1987;;;;
311;0;7 Films Cinéma;Action;519596;Man on Fire;5,9;1340;1987;;;;
312;4000000;Cannon Films;Fantasy;800000;The Barbarians;4,9;2538;1987;;;;
313;55000000;Columbia Pictures Corporation;Action;14375181;Ishtar;4,2;9094;1987;;;;
314;100000;Conquering Unicorn;Comedy;5228617;Hollywood Shuffle;7;3009;1987;;;;
315;0;Marimark Productions;Comedy;1749956;Hunk;4,6;1042;1987;;;;
316;0;Filmhaus;Crime;2585639;House of Games;7,3;17508;1987;;;;
317;0;Not specified;Crime;2877571;No Man's Land;6,1;3297;1987;;;;
318;0;Trans World Entertainment (TWE);Sci-Fi;1930001;The Curse;4,9;1762;1987;;;;
319;0;TriStar Pictures;Crime;18782400;Suspect;6,6;7506;1987;;;;
320;0;TriStar Pictures;Action;19734940;The Principal;6,2;7311;1987;;;;
321;0;Columbia Pictures Corporation;Comedy;10021120;Hope and Glory;7,4;10291;1987;;;;
322;0;Touchstone Pictures;Comedy;52864741;Outrageous Fortune;6,1;6123;1987;;;;
323;22000000;Carolco Entertainment;Action;11307844;Extreme Prejudice;6,6;4924;1987;;;;
324;350000;Cannon Group;Action;4000000;American Ninja 2: The Confrontation;4,8;6565;1987;;;;
325;4000000;Cinecom Entertainment Group;Drama;1680358;Matewan;7,9;6198;1987;;;;
326;0;Vista Organization;Drama;1539000;Three for the Road;5,3;813;1987;;;;
327;24000000;Columbia Pictures;Action;4916871;Leonard Part 6;2,2;7387;1987;;;;
328;5000000;Golan-Globus Productions;Crime;1119112;Street Smart;6,4;2096;1987;;;;
329;0;Zenith Entertainment;Biography;1654743;Prick Up Your Ears;7,4;4799;1987;;;;
330;9000000;Gladden Entertainment;Action;5406879;The Sicilian;5,3;3889;1987;;;;
331;0;Clear Type;Comedy;17355263;Born in East L.A.;5,9;4648;1987;;;;
332;0;TAFT Entertainment Pictures;Drama;10489617;Light of Day;5,5;2101;1987;;;;
333;0;Per Holst Filmproduktion;Drama;2053931;Pelle the Conqueror;7,9;8321;1987;;;;
334;0;Balcor Film Investors;Comedy;1189709;Return to Horror High;4,2;2337;1987;;;;
335;0;Paramount Pictures;Comedy;13110903;Back to the Beach;5,8;2332;1987;;;;
336;0;Vista Organization;Horror;1149470;Nightflyers;4;796;1987;;;;
337;0;Metro-Goldwyn-Mayer (MGM);Action;12046526;Fatal Beauty;5,3;2652;1987;;;;
338;0;Columbia Pictures Corporation;Adventure;300859;White Water Summer;6,2;4353;1987;;;;
339;0;Nelson Entertainment;Drama;1338198;The Whales of August;7,6;3416;1987;;;;
340;7000000;De Laurentiis Entertainment Group (DEG);Comedy;7019441;Hiding Out;6,4;2584;1987;;;;
341;0;Kings Road Entertainment;Comedy;174380;My Best Friend Is a Vampire;6,1;2690;1987;;;;
342;10000000;Orion Pictures;Action;3060858;Malone;5,6;1959;1987;;;;
343;0;RKO Pictures;Comedy;4215859;Hot Pursuit;5,8;2768;1987;;;;
344;0;United Artists;Action;873903;Real Men;6,2;3077;1987;;;;
345;6000000;Samuel Goldwyn Company, The;Action;1432687;A Prayer for the Dying;6,4;3731;1987;;;;
346;0;ML Delphi Premier Productions;Drama;5262047;Gardens of Stone;6,4;4273;1987;;;;
347;0;New World Pictures;Action;7555000;Wanted: Dead or Alive;5,9;3328;1987;;;;
348;0;Bagdasarian Productions;Animation;6804312;The Chipmunk Adventure;7,2;4383;1987;;;;
349;0;Kindred Limited Partnership;Horror;2407024;The Kindred;5,5;1211;1987;;;;
350;0;Lorimar Motion Pictures;Comedy;4572845;Made in Heaven;6,5;2691;1987;;;;
351;0;Gladden Entertainment;Crime;5715174;Wisdom;5,7;2659;1987;;;;
352;5300000;Columbia Pictures;Crime;3107551;White Mischief;6,3;2171;1987;;;;
353;10000000;Rollins-Joffe Productions;Drama;486434;September;6,7;7620;1987;;;;
354;0;Vestron Pictures;Drama;4370078;The Dead;7,4;5933;1987;;;;
355;3520000;Independent Film Centre;Action;562187;Steel Dawn;5;3860;1987;;;;
356;1300000;Empire Pictures;Crime;354704;Prison;5,9;3019;1987;;;;
357;25000000;Warner Bros.;Drama;30950002;Nuts;6,7;4996;1987;;;;
358;11000000;Bandai Films;Comedy;25411386;Tin Men;6,5;6960;1987;;;;
359;0;Cannon Group;Drama;760000;The Hanoi Hilton;6;763;1987;;;;
360;7500000;De Laurentiis Entertainment Group (DEG);Drama;796368;Rampage;6,3;1625;1987;;;;
361;0;Albacore Productions Inc.;Drama;1733017;The Big Town;5,9;1483;1987;;;;
362;0;Channel Four Films;Comedy;3283832;Wish You Were Here;6,8;2212;1987;;;;
363;0;Aurora Productions LLC;Comedy;2700000;The Allnighter;4;904;1987;;;;
364;0;Callender Company;Drama;287725;The Belly of an Architect;7;4517;1987;;;;
365;0;Hemdale;Action;4278150;Best Seller;6,5;3752;1987;;;;
366;0;Lorimar Motion Pictures;Drama;700000;Siesta;5,6;1844;1987;;;;
367;0;Great American Films Limited Partnership;Drama;316199;Promised Land;5,7;1052;1987;;;;
368;0;De Laurentiis Entertainment Group (DEG);Crime;12640385;The Bedroom Window;6,4;3650;1987;;;;
369;0;Excelsior Film-TV;Comedy;2201428;Dark Eyes;7,6;2421;1987;;;;
370;3000000;Vista Organization;Fantasy;9868521;Maid to Order;5,5;2786;1987;;;;
371;0;Island Pictures;Drama;225358;Square Dance;6,1;730;1987;;;;
372;1000000;Commies From Mars Corporation;Action;210200;Straight to Hell;5,8;1924;1987;;;;
373;0;Nelvana;Comedy;16337355;Burglar;5;3453;1987;;;;
374;0;Kings Road Entertainment;Comedy;999382;In the Mood;6,1;778;1987;;;;
375;0;Brooksfilms;Biography;1083486;84 Charing Cross Road;7,5;6285;1987;;;;
376;100000;Silent Night Releasing Corporation;Horror;154323;Silent Night, Deadly Night 2;3,5;4329;1987;;;;
377;0;Cineplex-Odeon Films;Crime;969205;Five Corners;6,3;2584;1987;;;;
378;8000000;De Laurentiis Entertainment Group (DEG);Comedy;1988962;Date with an Angel;5,8;2163;1987;;;;
379;5800000;In-Cine Compañía Industrial Cinematográfica;Biography;257043;Walker;6,6;2684;1987;;;;
380;0;Cinetel Films;Adventure;626724;Deadly Illusion;4,7;233;1987;;;;
381;0;Zenith Entertainment;Mystery;406881;Slam Dance;5,3;1129;1987;;;;
382;19000000;TriStar Pictures;Action;2228951;The Squeeze;4,6;770;1987;;;;
383;0;British Screen Productions;Comedy;1744164;Personal Services;6,4;1031;1987;;;;
384;5000000;Golan-Globus Productions;Action;6075793;Assassination;5,1;2255;1987;;;;
385;75000;Titan Productions;Horror;13133;Creepozoids;3,5;1447;1987;;;;
386;0;Great American Films Limited Partnership;Crime;1262091;China Girl;6,1;1214;1987;;;;
387;12000000;TriStar Pictures;Comedy;5669831;Nadine;5,5;3267;1987;;;;
388;0;Metro-Goldwyn-Mayer (MGM);Drama;2413427;Dead of Winter;6,3;2694;1987;;;;
389;0;Seasonal Film Corporation;Adventure;108154;No Retreat, No Surrender 2;5,1;1209;1987;;;;
390;0;Cineplex-Odeon Films;Drama;895904;The Glass Menagerie;7,2;1699;1987;;;;
391;0;Luna Films;Horror;228789;Anguish;6,7;2611;1987;;;;
392;0;Channel Four Films;Drama;443524;A Month in the Country;7,2;1038;1987;;;;
393;1100000;Conquest Productions;Action;1355728;From a Whisper to a Scream;6;1489;1987;;;;
394;0;Touchstone Pictures;Comedy;20419446;Hello Again;5,1;2493;1987;;;;
395;0;Sands;Drama;1025228;Little Dorrit;7,5;886;1987;;;;
396;0;Metro-Goldwyn-Mayer (MGM);Comedy;460608;Walk Like a Man;4,6;1174;1987;;;;
397;5000000;Golan-Globus Productions;Comedy;858250;Tough Guys Don't Dance;4,8;1025;1987;;;;
398;0;Warner Bros.;Comedy;10348437;Disorderlies;4,8;1708;1987;;;;
399;4000000;New World Entertainment Films;Drama;743445;Sister, Sister;5,5;695;1987;;;;
400;0;Barry & Enright Productions;Comedy;1584970;Making Mr. Right;5,3;2101;1987;;;;
401;0;Mrs. White's Productions;Horror;225132;White of the Eye;6,4;1342;1987;;;;
402;0;New Century Entertainment Corporation;Drama;2189047;Russkies;5,6;1126;1987;;;;
403;15000000;Cannon Group;Comedy;5711976;Surrender;5,4;692;1987;;;;
404;0;Columbia Pictures Corporation;Comedy;1083282;Housekeeping;7,3;1596;1987;;;;
405;0;Kennedy Miller Productions;Drama;213901;The Year My Voice Broke;7,5;1647;1987;;;;
406;0;DGS Productions;Crime;187920;Hell High;5;464;1989;;;;
407;0;Alexandre Films;Drama;949451;A Man in Love;5,8;442;1987;;;;
408;0;De Laurentiis Entertainment Group (DEG);Comedy;9518342;From the Hip;6,2;1826;1987;;;;
409;0;Northern;Comedy;1025762;Cross My Heart;5,7;883;1987;;;;
410;0;Lorimar Film Entertainment;Adventure;3390043;Big Shots;5,6;654;1987;;;;
411;14000000;Paramount Pictures;Comedy;20240502;Critical Condition;5,2;2453;1987;;;;
412;0;Cinetel Films;Action;41174;Cyclone;4,4;692;1987;;;;
413;0;Kings Road Entertainment;Comedy;2136381;Morgan Stewart's Coming Home;5,4;768;1987;;;;
414;0;Cinetel Films;Action;285885;Cold Steel;4,5;592;1987;;;;
415;0;Cinema Group;Comedy;21905;Zombie High;4,2;716;1987;;;;
416;0;Aljosha;Comedy;112560;Intervista;7,1;1926;1987;;;;
417;0;New Line Cinema;Comedy;3922273;My Demon Lover;4,6;945;1987;;;;
418;0;Cannon Group, The;Fantasy;355253;Rumpelstiltskin;5,4;444;1987;;;;
419;0;Apollo Pictures;Action;307000;World Gone Wild;5,2;543;1987;;;;
420;0;Millennial;Action;197791;Enemy Territory;6,5;570;1987;;;;
421;0;RAI Radiotelevisione Italiana;Drama;901364;Julia and Julia;5,7;667;1987;;;;
422;0;Centre du Cinéma et de l'Audiovisuel de la Fédération Wallonie-Bruxelles;Drama;119919;Crazy Love;7;949;1987;;;;
423;12000000;De Laurentiis Entertainment Group (DEG);Drama;2325444;Weeds;6;717;1987;;;;
424;0;Flach Film;Drama;760539;The Grand Highway;7,5;1208;1987;;;;
425;0;Laughing Kookaburra Productions;Drama;1155020;Peter Kenna's The Good Wife;5,8;435;1987;;;;
426;0;Kings Road Entertainment;Action;295000;Rent-a-Cop;4,3;1347;1987;;;;
427;0;Les Films du Losange;Comedy;823243;Boyfriends and Girlfriends;7,7;2657;1987;;;;
428;0;Channel Four Films;Comedy;1196336;Sammy and Rosie Get Laid;6,7;1226;1987;;;;
429;0;Balcor Film Investors;Action;4546244;Death Before Dishonor;4,9;659;1987;;;;
430;0;Tapestry Films;Thriller;500283;The Killing Time;5,4;763;1987;;;;
431;0;Channel Four Films;Action;200723;Eat the Rich;6;1069;1987;;;;
432;0;Brigade Productions;Action;205507;The Trouble with Spies;4;252;1987;;;;
433;0;Embark Production;Adventure;22257624;Benji the Hunted;6,3;2244;1987;;;;
434;0;First Take;Crime;1730337;The Rosary Murders;5,7;960;1987;;;;
435;0;The Swimming Company;Comedy;1092911;Swimming to Cambodia;7,8;1763;1987;;;;
436;0;Not specified;Comedy;1392616;Penitentiary III;3,7;372;1987;;;;
437;0;Atlantic Entertainment Group;Action;1327740;Steele Justice;4,8;403;1987;;;;
438;0;Compagnie Eric Rohmer (CER);Comedy;215073;Four Adventures of Reinette and Mirabelle;7,9;1331;1987;;;;
439;0;New World Pictures;Comedy;790000;Beyond Therapy;4,7;944;1987;;;;
440;15000000;Geffen Company, The;Comedy;73707461;Beetlejuice;7,5;206997;1988;;;;
441;39000000;Eddie Murphy Productions;Comedy;128152300;Coming to America;7;130485;1988;;;;
442;9000000;United Artists;Horror;33244684;Child's Play;6,6;67682;1988;;;;
443;28000000;Twentieth Century Fox Film Corporation;Action;83008852;Die Hard;8,2;647000;1988;;;;
444;35000000;Metro-Goldwyn-Mayer (MGM);Action;57269863;Willow;7,3;86056;1988;;;;
445;3000000;New World Pictures;Comedy;1108462;Heathers;7,3;67238;1988;;;;
446;25000000;United Artists;Drama;172825435;Rain Man;8;408473;1988;;;;
447;4000000;Alive Films;Action;13008928;They Live;7,3;83379;1988;;;;
448;70000000;Touchstone Pictures;Animation;156452370;Who Framed Roger Rabbit;7,7;153513;1988;;;;
449;0;Akira Committee Company Ltd.;Animation;553171;Akira;8,1;118747;1988;;;;
450;18000000;American Entertainment Partners II L.P.;Comedy;114968774;Big;7,3;164257;1988;;;;
451;20000000;Touchstone Pictures;Comedy;78222753;Cocktail;5,8;65825;1988;;;;
452;5000000;Cristaldifilm;Drama;11990401;Cinema Paradiso;8,5;171600;1988;;;;
